category1;category2;السياق بأكمله;المتوقع
general_knowledge;IllnessesandConditions;كان أحمد يزور الحمام كثيرًا ويشعر بتعب غير معتاد.طلب الطبيب فحصًا دقيقًا لمستوى [MASK].;السُكَّر
everyday_situation general_knowledge;IllnessesandConditions;لم تنتبه سارة لبرودة الطقس عندما خرجت بملابس خفيفة وتعرضت لهواء بارد.بعد يومين، بدأت تعطس كثيرًا واحتاجت إلى مناديل بسبب اصابتها ب [MASK].;الزُكَام نزلة برد
everyday_situation general_knowledge;IllnessesandConditions;عاد أحمد من العمل بعد أن أمضى ساعات طويلة يحدق في شاشة الكمبيوتر دون استراحة.بدأ يشعر ب [MASK].;الصُداع اجهاد العين
everyday_situation general_knowledge;IllnessesandConditions;أحمد يرتجف تحت البطانية رغم دفء الغرفة. كان يعاني من [MASK].;الحُمَّى
everyday_situation general_knowledge;IllnessesandConditions;بعد تناول طعام من المطعم، شعر علي باضطراب شديد في بطنه. قضى الصباح يذهب إلى الحمام مرارًا بسبب [MASK].;الإسهال
general_knowledge;IllnessesandConditions;بعد أن لاحظ ظهور كتلة غريبة وشعوره بإرهاق مستمر، نصحه الطبيب بإجراء فحوصات خاصة. بعد أسبوع من الانتظار، أكد الطبيب إصابته بـنوع من [MASK].;السَرَطان
everyday_situation general_knowledge;IllnessesandConditions;لم يتمكن أحمد من النوم رغم شعوره بالتعب.سهر طوال الليل وهو يحاول أن يغمض عينيه دون جدوى بسبب [MASK].;الأَرَق
everyday_situation general_knowledge;IllnessesandConditions;خرجت ليلى في نسمات المساء الباردة دون أن ترتدي معطفًا.بحلول الليل، بدأت ب [MASK].;السُعال
general_knowledge;IllnessesandConditions;بدأ أبي يشعر بدوار واحمرار في الوجه بعد تناول وجبة مالحة.فحص الطبيب نبضه وطلب منه الراحة بسبب ارتفاع [MASK].;الضَغْط ضغطه ضغط
everyday_situation general_knowledge;IllnessesandConditions;بدأ أحمد يشعر بصعوبة في التنفس مع ظهور صوت صفير في صدره، أخرج جهاز الاستنشاق من جيبه.كان يعاني من [MASK].;الربو
general_knowledge;IllnessesandConditions;خالد لا يميز رائحة القهوة الصباحية التي يعشقها.بعد الفحص، أخبره الطبيب أن السبب هو نقص في [MASK].;الزنك
general_knowledge;IllnessesandConditions;سارة تعاني من حمى وسعال ورشح وآلام في الجسم منذ يومين.قال الطبيب إن هذه الأعراض الواضحة تشير إلى [MASK].;الإنفلونزا
everyday_situation general_knowledge;IllnessesandConditions;بكى الطفل طوال الليل وهو يشد ساقيه نحو بطنه ويتلوى من الألم.ظنت والدته أن السبب هو امتلاء معدته ب [MASK].;الغازات
general_knowledge;IllnessesandConditions;كان الجد يشتكي من تيبس وآلام حادة في مفاصله تزداد في الأيام الباردة والرطبة.شخص الطبيب حالته على أنها [MASK].;روماتيزم الروماتيزم
everyday_situation general_knowledge;IllnessesandConditions;بعد أن ابتل أحمد بمطر شديد، بدأ يعطس باستمرار وينزل المخاط من أنفه.قال الطبيب إن السبب هو [MASK].;الرَشْح نزلة برد
general_knowledge;IllnessesandConditions;كان أحمد يشعر بعطش شديد ويتبول بكثرة ويشعر بإرهاق متواصل.أكدت التحاليل إصابته بداء [MASK].;السُكَّري
everyday_situation general_knowledge;PhysicalAbilities;كان يستطيع لمس أطراف قدميه بسهولة أثناء الوقوف، ويؤدي حركات انحناء معقدة دون عناء.نال إعجاب مدربه بسبب [MASK].;مرونته
general_knowledge;PhysicalAbilities;رفع الأثقال الكبيرة بسهولة أثناء التمرين، وكان يُعرف بأنه الأقوى بين زملائه في النادي الرياضي.تميز عن غيره ب [MASK].;القوة قوته
general_knowledge;PhysicalAbilities;كان يركض لمسافات طويلة دون أن يشعر بالتعب، محافظًا على نفس السرعة طوال السباق.تفوق في سباقات الماراثون بفضل تمتعه بـالقدرة على [MASK].;التحمل
general_knowledge;PhysicalAbilities;تمكن من الوقوف على حبل مشدود فوق الوادي، محافظًا على وضعه دون أن يهتز.كان يدهش الجميع بمهارته في الحفاظ على [MASK].;التوازن توازنه
general_knowledge;PhysicalAbilities;كان يسبق الجميع في السباقات القصيرة، ويصل إلى خط النهاية قبل أي شخص آخر.تفوق في الرياضة بسبب [MASK].;السرعة سرعته
general_knowledge;PhysicalAbilities;تنقل بين العقبات بحركات سريعة ومتقنة في المسار المخصص للتدريب على رياضات الحركات السريعة.كان يتميز بجسم [MASK].;رشيق
everyday_situation general_knowledge;PhysicalAbilities;كان يتقن رمي الكرات الصغيرة بدقة نحو الأهداف، حيث يتحرك ذراعه وعينه بتناسق تام.كان يُثني المدرب على مهاراته الممتازة في [MASK].;التنسيق التصويب الرمي الرماية
everyday_situation general_knowledge;PhysicalAbilities;بينما كان اللاعب يتقدم بالكرة بقدمه اليمنى، قام بحركة مفاجئة لليمين ثم انحرف بسرعة لليسار، تاركاً المدافع يتعثر مكانه دون أن يتمكن من انتزاع الكرة منه.أصبح مشهوراً بين زملائه بسبب براعته في [MASK].;المراوغة
general_knowledge;PhysicalAbilities;تمكن من إصابة الهدف الصغير في منتصف اللوح على بعد عشرين مترًا باستخدام سهم واحد فقط. كانت يتميز ب [MASK].;الدقة دقة
general_knowledge;PhysicalAbilities;شارك في سباق طويل استمر عدة ساعات دون أن يتوقف، وظل محتفظًا بقوته حتى النهاية.تفوق على الجميع بفضل تمتعه بـالقدرة على [MASK].;التحمل الاستمرار
everyday_situation general_knowledge;PhysicalAbilities;كان أحمد يتدرب يوميًا على رفع الأثقال حتى ازدادت قدرته على حمل أوزان ثقيلة.بعد أشهر، لاحظ الجميع تحسن كبير في [MASK].;قوته لياقته
everyday_situation general_knowledge;PhysicalAbilities;بدأ العداء يتدرب على الانطلاق بقوة في سباقات المئة متر.بعد شهرين، تحسنت [MASK].;سرعته
everyday_situation general_knowledge;PhysicalAbilities;كانت سارة بالكاد تستطيع ثني جسدها للمس أصابع قدميها قبل ممارسة اليوجا.الآن أصبحت قادرة على ذلك بفضل تحسن [MASK].;مرونتها
everyday_situation general_knowledge;PhysicalAbilities;في أول دروس ركوب الدراجة، كان أحمد يفقد السيطرة ويسقط على الأرض.لكن مع التدريب المستمر، أصبح لديه [MASK].;توازن
everyday_situation general_knowledge;PhysicalAbilities;شاركت سارة في تدريبات يومية للمشي والجري استعدادًا لماراثون طويل.بعد أسابيع، ازدادت لديها قدرة [MASK].;التحمل
everyday_situation general_knowledge;PhysicalAbilities;بدأت سارة ممارسة اليوجا وحركات الرقص لتحسين خفة حركتها.بعد ثلاثة أشهر، لاحظت تحسنًا واضحًا في [MASK].;رشاقتها مرونتها لياقتها خفة
everyday_situation general_knowledge;PhysicalAbilities;كان علي يتدرب يوميًا على إصابة مركز الهدف في الرماية.وبعد أشهر من التدريب، اصبح اكثر [MASK].;دقة
everyday_situation general_knowledge;PhysicalAbilities;بدأت سارة تتعلم ترتيب الألوان والزهور بأسلوب متناغم وجذاب.أظهرت مهارة كبيرة في [MASK].;التنسيق
everyday_situation general_knowledge;PhysicalAbilities;جلس أحمد في مكان هادئ بعيد عن الضوضاء ليتابع قراءة الكتاب دون انقطاع.كان يحب هواية [MASK].;المطالعة القراءة
